species,name,c3.c4,crop.wild,tissue,fol.ed,study.type,ea.co2,eco2,aco2,plus.co2,add.info,lat,long,region,country,reference,n,element,delta,log.r
Oryza sativa 'Jarrah',rice,C3,CRP,grain,E,chamber,700/350,700,350,350,P 30 mg/kg,,,,,Seneweera & Conroy 1997,5,N,-0.1163,-0.1236
Oryza sativa 'Jarrah',rice,C3,CRP,grain,E,chamber,700/350,700,350,350,P 480 mg/kg,,,,,Seneweera & Conroy 1997,5,N,0,0
Oryza sativa 'Jarrah',rice,C3,CRP,grain,E,chamber,700/350,700,350,350,P 60 mg/kg,,,,,Seneweera & Conroy 1997,5,N,-0.1176,-0.1251
Oryza sativa 'Jarrah',rice,C3,CRP,blades,F,chamber,700/350,700,350,350,avg over 6 P treatments,,,,,Seneweera & Conroy 1997,30,P,0.0448,0.0438
Oryza sativa 'Jarrah',rice,C3,CRP,grain,E,chamber,700/350,700,350,350,P 0 mg/kg,,,,,Seneweera & Conroy 1997,5,P,0.0439,0.043
Oryza sativa 'Jarrah',rice,C3,CRP,grain,E,chamber,700/350,700,350,350,P 120 mg/kg,,,,,Seneweera & Conroy 1997,5,P,-0.2043,-0.2285
Oryza sativa 'Jarrah',rice,C3,CRP,grain,E,chamber,700/350,700,350,350,P 240 mg/kg,,,,,Seneweera & Conroy 1997,5,P,-0.0771,-0.0802
Oryza sativa 'Jarrah',rice,C3,CRP,grain,E,chamber,700/350,700,350,350,P 30 mg/kg,,,,,Seneweera & Conroy 1997,5,P,-0.009,-0.009
Oryza sativa 'Jarrah',rice,C3,CRP,grain,E,chamber,700/350,700,350,350,P 480 mg/kg,,,,,Seneweera & Conroy 1997,5,P,0.0323,0.0318
Oryza sativa 'Jarrah',rice,C3,CRP,grain,E,chamber,700/350,700,350,350,P 60 mg/kg,,,,,Seneweera & Conroy 1997,5,P,-0.0972,-0.1023
Oryza sativa 'Jarrah',rice,C3,CRP,blades,F,chamber,700/350,700,350,350,avg over 6 P treatments,,,,,Seneweera & Conroy 1997,30,Zn,-0.0252,-0.0255
Oryza sativa 'Jarrah',rice,C3,CRP,grain,E,chamber,700/350,700,350,350,P 0 mg/kg,,,,,Seneweera & Conroy 1997,5,Zn,-0.124,-0.1324
Oryza sativa 'Jarrah',rice,C3,CRP,grain,E,chamber,700/350,700,350,350,P 120 mg/kg,,,,,Seneweera & Conroy 1997,5,Zn,-0.098,-0.1031
Oryza sativa 'Jarrah',rice,C3,CRP,grain,E,chamber,700/350,700,350,350,P 240 mg/kg,,,,,Seneweera & Conroy 1997,5,Zn,-0.152,-0.1649
Oryza sativa 'Jarrah',rice,C3,CRP,grain,E,chamber,700/350,700,350,350,P 30 mg/kg,,,,,Seneweera & Conroy 1997,5,Zn,-0.078,-0.0812
Oryza sativa 'Jarrah',rice,C3,CRP,grain,E,chamber,700/350,700,350,350,P 480 mg/kg,,,,,Seneweera & Conroy 1997,5,Zn,-0.02,-0.0202
Oryza sativa 'Jarrah',rice,C3,CRP,grain,E,chamber,700/350,700,350,350,P 60 mg/kg,,,,,Seneweera & Conroy 1997,5,Zn,-0.112,-0.1188
Oryza sativa 'Khaskani',rice,C3,CRP,foliar,F,OTC,570/360,570,360,210,avg of 3 treatments,24.04,90.4,Gazipur,Bangladesh,Razzaque et al 2009,9,C,0.1035,0.0985
Oryza sativa 'Khaskani',rice,C3,CRP,foliar,F,OTC,570/360,570,360,210,avg of 3 treatments,24.04,90.4,Gazipur,Bangladesh,Razzaque et al 2009,9,Mg,-0.0305,-0.031
Oryza sativa 'Khaskani',rice,C3,CRP,foliar,F,OTC,570/360,570,360,210,avg of 3 treatments,24.04,90.4,Gazipur,Bangladesh,Razzaque et al 2009,9,N,-0.0615,-0.0635
Oryza sativa 'Khaskani',rice,C3,CRP,foliar,F,OTC,570/360,570,360,210,avg of 3 treatments,24.04,90.4,Gazipur,Bangladesh,Razzaque et al 2009,9,Zn,0.0683,0.0661
Oryza sativa 'Rong You 398',rice,C3,CRP,foliar,F,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cd,-0.5216,-0.7374
Oryza sativa 'Rong You 398',rice,C3,CRP,grain,E,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cd,-0.21,-0.2357
Oryza sativa 'Rong You 398',rice,C3,CRP,foliar,F,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cu,-0.321,-0.3871
Oryza sativa 'Rong You 398',rice,C3,CRP,grain,E,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cu,-0.186,-0.2058
Oryza sativa 'Shakkorkhora',rice,C3,CRP,foliar,F,OTC,570/360,570,360,210,avg of 3 treatments,24.04,90.4,Gazipur,Bangladesh,Razzaque et al 2009,9,C,0.0526,0.0513
Oryza sativa 'Shakkorkhora',rice,C3,CRP,foliar,F,OTC,570/360,570,360,210,avg of 3 treatments,24.04,90.4,Gazipur,Bangladesh,Razzaque et al 2009,9,Mg,-0.0313,-0.0318
Oryza sativa 'Shakkorkhora',rice,C3,CRP,foliar,F,OTC,570/360,570,360,210,avg of 3 treatments,24.04,90.4,Gazipur,Bangladesh,Razzaque et al 2009,9,N,-0.1046,-0.1105
Oryza sativa 'Shakkorkhora',rice,C3,CRP,foliar,F,OTC,570/360,570,360,210,avg of 3 treatments,24.04,90.4,Gazipur,Bangladesh,Razzaque et al 2009,9,Zn,0.0555,0.054
Oryza sativa 'Shan You 428',rice,C3,CRP,foliar,F,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cd,-0.0617,-0.0637
Oryza sativa 'Shan You 428',rice,C3,CRP,grain,E,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cd,-0.3633,-0.4515
Oryza sativa 'Shan You 428',rice,C3,CRP,foliar,F,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cu,-0.006,-0.006
Oryza sativa 'Shan You 428',rice,C3,CRP,grain,E,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cu,-0.198,-0.2206
Oryza sativa 'Tian You 390',rice,C3,CRP,foliar,F,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cd,0.2841,0.2501
Oryza sativa 'Tian You 390',rice,C3,CRP,grain,E,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cd,-0.222,-0.251
Oryza sativa 'Tian You 390',rice,C3,CRP,foliar,F,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cu,-0.122,-0.1301
Oryza sativa 'Tian You 390',rice,C3,CRP,grain,E,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cu,-0.31,-0.3711
Oryza sativa 'Wu Xiang jing',rice,C3,CRP,grain,E,FACE,plus 200/370,570,370,200,"Cd=0, 2006 harvest",32.58,119.7,Jiangsu,China,Guo et al 2011,3,Cd,0.109,0.1035
Oryza sativa 'Wu Xiang jing',rice,C3,CRP,shoots,F,FACE,plus 200/370,570,370,200,"Cd=0, 2006 harvest",32.58,119.7,Jiangsu,China,Guo et al 2011,3,Cd,0.012,0.0119
Oryza sativa 'Wu Xiang jing',rice,C3,CRP,grain,E,FACE,plus 200/370,570,370,200,"Cd=0, 2007 harvest",32.58,119.7,Jiangsu,China,Guo et al 2011,3,Cd,0.034,0.0334
Oryza sativa 'Wu Xiang jing',rice,C3,CRP,shoots,F,FACE,plus 200/370,570,370,200,"Cd=0, 2007 harvest",32.58,119.7,Jiangsu,China,Guo et al 2011,3,Cd,-0.067,-0.0694
Oryza sativa 'Wu Xiang jing',rice,C3,CRP,grain,E,FACE,plus 200/370,570,370,200,"Cu=0, 2006 harvest",32.58,119.7,Jiangsu,China,Guo et al 2011,3,Cu,-0.102,-0.1076
Oryza sativa 'Wu Xiang jing',rice,C3,CRP,shoots,F,FACE,plus 200/370,570,370,200,"Cu=0, 2006 harvest",32.58,119.7,Jiangsu,China,Guo et al 2011,3,Cu,-0.326,-0.3945
Oryza sativa 'Wu Xiang jing',rice,C3,CRP,grain,E,FACE,plus 200/370,570,370,200,"Cu=0, 2007 harvest",32.58,119.7,Jiangsu,China,Guo et al 2011,3,Cu,-0.252,-0.2904
Oryza sativa 'Wu Xiang jing',rice,C3,CRP,shoots,F,FACE,plus 200/370,570,370,200,"Cu=0, 2007 harvest",32.58,119.7,Jiangsu,China,Guo et al 2011,3,Cu,-0.176,-0.1936
Oryza sativa 'Wuxiangging 14',rice,C3,CRP,above ground,F,FACE,550/350,550,350,200,highest N,31.58,120.5,Jiangsu,China,Ma et al 2007,5,P,-0.0043,-0.0043
Oryza sativa 'Wuxiangging 14',rice,C3,CRP,grain,E,FACE,550/350,570,370,200,high N,31.62,120.47,Jiangsu,China,Yang et al 2007,9,Cu,-0.29,-0.3425
Oryza sativa 'Wuxiangging 14',rice,C3,CRP,grain,E,FACE,550/350,570,370,200,low N,31.62,120.47,Jiangsu,China,Yang et al 2007,9,Cu,-0.095,-0.0998
Oryza sativa 'Wuxiangging 14',rice,C3,CRP,grain,E,FACE,550/350,570,370,200,medium N,31.62,120.47,Jiangsu,China,Yang et al 2007,9,Cu,-0.204,-0.2282
Oryza sativa 'Wuxiangging 14',rice,C3,CRP,grain,E,FACE,550/350,570,370,200,high N,31.62,120.47,Jiangsu,China,Yang et al 2007,9,Fe,-0.012,-0.0121
Oryza sativa 'Wuxiangging 14',rice,C3,CRP,grain,E,FACE,550/350,570,370,200,low N,31.62,120.47,Jiangsu,China,Yang et al 2007,9,Fe,0.021,0.0208
Oryza sativa 'Wuxiangging 14',rice,C3,CRP,grain,E,FACE,550/350,570,370,200,medium N,31.62,120.47,Jiangsu,China,Yang et al 2007,9,Fe,-0.23,-0.2614
Oryza sativa 'Wuxiangging 14',rice,C3,CRP,grain,E,FACE,550/350,570,370,200,high N,31.62,120.47,Jiangsu,China,Yang et al 2007,9,Zn,0.024,0.0237
Oryza sativa 'Wuxiangging 14',rice,C3,CRP,grain,E,FACE,550/350,570,370,200,low N,31.62,120.47,Jiangsu,China,Yang et al 2007,9,Zn,0.036,0.0354
Oryza sativa 'Wuxiangging 14',rice,C3,CRP,grain,E,FACE,550/350,570,370,200,medium N,31.62,120.47,Jiangsu,China,Yang et al 2007,9,Zn,-0.034,-0.0346
Oryza sativa 'Yin Jing Ruan Zhan',rice,C3,CRP,foliar,F,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cd,0.4223,0.3523
Oryza sativa 'Yin Jing Ruan Zhan',rice,C3,CRP,grain,E,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cd,0.1851,0.1698
Oryza sativa 'Yin Jing Ruan Zhan',rice,C3,CRP,foliar,F,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cu,0.107,0.1017
Oryza sativa 'Yin Jing Ruan Zhan',rice,C3,CRP,grain,E,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cu,0.064,0.062
Oryza sativa 'Yue Za 889',rice,C3,CRP,foliar,F,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cd,0.2145,0.1943
Oryza sativa 'Yue Za 889',rice,C3,CRP,grain,E,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cd,0.163,0.151
Oryza sativa 'Yue Za 889',rice,C3,CRP,foliar,F,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cu,0.146,0.1363
Oryza sativa 'Yue Za 889',rice,C3,CRP,grain,E,chamber,860/360,860,360,500, ,,,,,Li et al 2010,3,Cu,-0.154,-0.1672
Pelargonium x hortorum 'Maverick White' ,geranium,C3,WLD,foliar,F,chamber,700/370,700,370,330,avg of three B treatments,,,,,Mishra et al 2011,9,B,-0.4596,-0.6154
Pelargonium x hortorum 'Maverick White' ,geranium,C3,WLD,foliar,F,chamber,700/370,700,370,330,avg of three B treatments,,,,,Mishra et al 2011,9,P,-0.0634,-0.0655
Phaseolus vulgaris 'Contender',bean,C3,CRP,foliar,F,chamber,700/360,700,360,340, ,,,,,Mjwara et al 1996,3,Ca,-0.235,-0.2679
Phaseolus vulgaris 'Contender',bean,C3,CRP,foliar,F,chamber,700/360,700,360,340, ,,,,,Mjwara et al 1996,3,Cu,-0.0932,-0.0978
Phaseolus vulgaris 'Contender',bean,C3,CRP,foliar,F,chamber,700/360,700,360,340, ,,,,,Mjwara et al 1996,3,Fe,-0.265,-0.3079
Phaseolus vulgaris 'Contender',bean,C3,CRP,foliar,F,chamber,700/360,700,360,340, ,,,,,Mjwara et al 1996,3,K,0.0397,0.0389
Phaseolus vulgaris 'Contender',bean,C3,CRP,foliar,F,chamber,700/360,700,360,340, ,,,,,Mjwara et al 1996,3,Mg,-0.0715,-0.0742
Phaseolus vulgaris 'Contender',bean,C3,CRP,foliar,F,chamber,700/360,700,360,340, ,,,,,Mjwara et al 1996,3,Mn,0.201,0.1832
Phaseolus vulgaris 'Contender',bean,C3,CRP,foliar,F,chamber,700/360,700,360,340, ,,,,,Mjwara et al 1996,3,N,-0.151,-0.1637
Phaseolus vulgaris 'Contender',bean,C3,CRP,foliar,F,chamber,700/360,700,360,340, ,,,,,Mjwara et al 1996,3,P,-0.0539,-0.0554
Phaseolus vulgaris 'Contender',bean,C3,CRP,foliar,F,chamber,700/360,700,360,340, ,,,,,Mjwara et al 1996,3,Zn,-0.1915,-0.2126
Phaseolus vulgaris 'Seafarer',bean,C3,CRP,foliar,F,chamber,1200/330,1200,330,870, ,,,,,Porter & Grodzinski 1984,4,Ca,-0.3757,-0.4711
